https://tabs.ultimate-guitar.com/tab/the_beatles/please_mister_postman_tabs_737574;Please Mister Postman_Tabs;21;Please Mister Postman_Tabs.txt
https://tabs.ultimate-guitar.com/tab/the_beatles/please_mr_postman_chords_1012132;Please Mr Postman_Chords;21;Please Mr Postman_Chords.txt
https://tabs.ultimate-guitar.com/tab/the_beatles/please_mr_postman_tabs_1714154;Please Mr Postman_Tabs;21;Please Mr Postman_Tabs.txt
https://tabs.ultimate-guitar.com/tab/the_beatles/roll_over_beethoven_chords_1051722;Roll Over Beethoven (ver 2)_Chords;22;Roll Over Beethoven (ver 2)_Chords.txt
https://tabs.ultimate-guitar.com/tab/the_beatles/roll_over_beethoven_chords_1782507;Roll Over Beethoven (ver 3)_Chords;22;Roll Over Beethoven (ver 3)_Chords.txt
https://tabs.ultimate-guitar.com/tab/the_beatles/roll_over_beethoven_chords_788790;Roll Over Beethoven_Chords;22;Roll Over Beethoven_Chords.txt
https://tabs.ultimate-guitar.com/tab/the_beatles/roll_over_beethoven_tabs_108021;Roll Over Beethoven_Tabs;22;Roll Over Beethoven_Tabs.txt
https://tabs.ultimate-guitar.com/tab/the_beatles/hold_me_tight_chords_685291;Hold Me Tight (ver 2)_Chords;23;Hold Me Tight (ver 2)_Chords.txt
https://tabs.ultimate-guitar.com/tab/the_beatles/hold_me_tight_tabs_1714206;Hold Me Tight (ver 2)_Tabs;23;Hold Me Tight (ver 2)_Tabs.txt
https://tabs.ultimate-guitar.com/tab/the_beatles/hold_me_tight_chords_753347;Hold Me Tight (ver 3)_Chords;23;Hold Me Tight (ver 3)_Chords.txt
https://tabs.ultimate-guitar.com/tab/the_beatles/hold_me_tight_chords_1061740;Hold Me Tight (ver 4)_Chords;23;Hold Me Tight (ver 4)_Chords.txt
https://tabs.ultimate-guitar.com/tab/the_beatles/hold_me_tight_chords_1242467;Hold Me Tight (ver 5)_Chords;23;Hold Me Tight (ver 5)_Chords.txt
https://tabs.ultimate-guitar.com/tab/the_beatles/hold_me_tight_chords_622247;Hold Me Tight_Chords;23;Hold Me Tight_Chords.txt
https://tabs.ultimate-guitar.com/tab/the_beatles/hold_me_tight_tabs_107461;Hold Me Tight_Tabs;23;Hold Me Tight_Tabs.txt
https://tabs.ultimate-guitar.com/tab/the_beatles/you_really_got_a_hold_on_me_chords_258826;You Really Got A Hold On Me (ver 2)_Chords;24;You Really Got A Hold On Me (ver 2)_Chords.txt
